,listing_id,date,rent,bedrooms,bathrooms,sqft,rent_sqft,fips_block,state,region,mpo_id,lng,lat,cars_tot,children_tot,persons_tot,workers_tot,age_of_head_med,income_med,hhs_tot,race_of_head_1,race_of_head_2,race_of_head_3,race_of_head_4,race_of_head_5,race_of_head_6,race_of_head_7,race_of_head_8,race_of_head_9,recent_mover_0,recent_mover_1,tenure_1,tenure_2
53396,6007961669,2017-02-17,1950.0,1.0,1.0,650.0,3.0,60014413021006,CA,sfbay,6197001.0,-122.02117199999999,37.572235,1366.0,403.0,1808.0,740.0,54.0,70950.0,598.0,254.0,2.0,8.0,2.0,2.0,255.0,7.0,38.0,30.0,533.0,65.0,468.0,130.0
53400,6007959624,2017-02-17,1899.0,1.0,1.0,527.0,3.6034155597722997,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
53404,6007958480,2017-02-17,2450.0,2.0,1.0,1000.0,2.45,60014413021006,CA,sfbay,6197001.0,-122.02117199999999,37.572235,1366.0,403.0,1808.0,740.0,54.0,70950.0,598.0,254.0,2.0,8.0,2.0,2.0,255.0,7.0,38.0,30.0,533.0,65.0,468.0,130.0
53470,6007927593,2017-02-17,1350.0,2.0,1.0,1025.0,1.3170731707317098,60952517012028,CA,sfbay,6197001.0,-122.266263,38.114354,1088.0,162.0,1343.0,650.0,55.0,35000.0,733.0,477.0,122.0,12.0,1.0,4.0,22.0,13.0,37.0,45.0,460.0,273.0,264.0,469.0
53471,6007927067,2017-02-17,1250.0,1.0,1.0,975.0,1.28205128205128,60952517012028,CA,sfbay,6197001.0,-122.26656399999999,38.114757,1088.0,162.0,1343.0,650.0,55.0,35000.0,733.0,477.0,122.0,12.0,1.0,4.0,22.0,13.0,37.0,45.0,460.0,273.0,264.0,469.0
53474,6007925258,2017-02-17,2475.0,2.0,2.0,1200.0,2.0625,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
53619,6008138353,2017-02-17,3017.0,2.0,2.0,1040.0,2.90096153846154,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53638,6008133493,2017-02-17,2570.0,1.0,1.0,931.0,2.7604726100966697,60855050093009,CA,sfbay,6197001.0,-121.95384299999999,37.414772,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53656,6008129208,2017-02-17,2403.0,1.0,1.0,730.0,3.29178082191781,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53750,6008073850,2017-02-17,2575.0,1.0,1.0,759.0,3.39262187088274,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
53800,6008061915,2017-02-17,2705.0,1.0,1.0,835.0,3.23952095808383,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
53818,6008205204,2017-02-17,2525.0,1.0,1.0,830.0,3.0421686746987997,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
53828,6008203655,2017-02-17,1100.0,2.0,0.0,220.0,5.0,60014423012000,CA,sfbay,6197001.0,-121.95969099999999,37.532804,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
53834,6008200482,2017-02-17,1100.0,2.0,0.0,220.0,5.0,60014423012000,CA,sfbay,6197001.0,-121.95969099999999,37.532804,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
53858,6008197847,2017-02-17,2838.0,2.0,2.0,1000.0,2.838,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
53860,6008207229,2017-02-17,3496.0,2.0,2.0,1428.0,2.44817927170868,60855050093009,CA,sfbay,6197001.0,-121.95388600000001,37.414721,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53874,6008202434,2017-02-17,3010.0,2.0,2.5,955.0,3.15183246073298,60855050093009,CA,sfbay,6197001.0,-121.95384299999999,37.414755,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53918,6008184559,2017-02-17,2908.0,2.0,1.5,918.0,3.1677559912853996,60855050093009,CA,sfbay,6197001.0,-121.953864,37.414772,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53978,6008166802,2017-02-17,2651.0,1.0,1.0,1001.0,2.64835164835165,60855050093009,CA,sfbay,6197001.0,-121.95382099999999,37.414721,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
53989,6008163039,2017-02-17,2702.0,3.0,2.0,1100.0,2.45636363636364,60014419261002,CA,sfbay,6197001.0,-121.97737099999999,37.542636,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
54041,6008374847,2017-02-17,2228.0,1.0,1.0,735.0,3.0312925170067997,60014419251014,CA,sfbay,6197001.0,-121.96706100000002,37.55487,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
54063,6008370785,2017-02-17,2307.0,2.0,2.0,1061.0,2.17436380772856,60014419251014,CA,sfbay,6197001.0,-121.967211,37.554751,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
54064,6008370762,2017-02-17,3190.0,2.0,2.0,1072.0,2.97574626865672,60855050093003,CA,sfbay,6197001.0,-121.95779099999999,37.411874,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54071,6008367214,2017-02-17,2715.0,1.0,1.0,740.0,3.66891891891892,60855050093003,CA,sfbay,6197001.0,-121.956782,37.41196,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54140,6008481068,2017-02-17,2530.0,4.0,3.0,2773.0,0.9123692751532642,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
54326,6009060466,2017-02-18,2505.0,1.0,1.0,758.0,3.30474934036939,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54363,6009071296,2017-02-18,2075.0,1.0,1.0,704.0,2.94744318181818,60014419251014,CA,sfbay,6197001.0,-121.967125,37.554921,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
54374,6009068586,2017-02-18,2540.0,1.0,1.0,688.0,3.69186046511628,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54391,6009080587,2017-02-18,2773.0,1.0,1.0,935.0,2.96577540106952,60855050093009,CA,sfbay,6197001.0,-121.953778,37.414755,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54431,6009079641,2017-02-18,3520.0,2.0,2.0,1040.0,3.38461538461538,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54444,6009445016,2017-02-18,2580.0,1.0,1.0,664.0,3.8855421686747005,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54489,6009437001,2017-02-18,2405.0,1.0,1.0,697.0,3.4505021520803396,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54515,6009473612,2017-02-18,1750.0,1.0,1.0,650.0,2.69230769230769,60855055002016,CA,sfbay,6197001.0,-121.965528,37.342886,1323.0,438.0,1784.0,847.0,49.0,50510.0,718.0,450.0,37.0,5.0,1.0,2.0,151.0,2.0,48.0,22.0,550.0,168.0,329.0,389.0
54523,6009469135,2017-02-18,1899.0,1.0,1.0,527.0,3.6034155597722997,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
54529,6009451860,2017-02-18,2875.0,1.0,1.0,914.0,3.14551422319475,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
54571,6009418580,2017-02-18,3064.0,2.0,2.5,955.0,3.20837696335079,60855050093000,CA,sfbay,6197001.0,-121.955602,37.414772,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54609,6009394896,2017-02-18,2228.0,1.0,1.0,735.0,3.0312925170067997,60014419251014,CA,sfbay,6197001.0,-121.96706100000002,37.554819,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
54615,6009547224,2017-02-18,2859.0,3.0,2.0,1063.0,2.689557855127,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
54629,6009545399,2017-02-18,3240.0,2.0,2.0,1072.0,3.0223880597014903,60855050093003,CA,sfbay,6197001.0,-121.957104,37.411789,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54647,6009536483,2017-02-18,2495.0,1.0,1.0,740.0,3.37162162162162,60855050093003,CA,sfbay,6197001.0,-121.95719,37.412248999999996,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54649,6009535329,2017-02-18,1998.0,1.0,1.0,630.0,3.1714285714285695,60014416023002,CA,sfbay,6197001.0,-122.01700100000001,37.554234,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
54688,6009551338,2017-02-18,2647.0,1.0,1.0,723.0,3.66113416320885,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
54703,6009487444,2017-02-18,3400.0,3.0,2.0,1200.0,2.8333333333333304,60855057003010,CA,sfbay,6197001.0,-121.939619,37.341857,1280.0,447.0,1888.0,854.0,43.0,73800.0,647.0,403.0,88.0,4.0,2.0,7.0,55.0,6.0,42.0,40.0,363.0,284.0,239.0,408.0
54714,6009514142,2017-02-18,5850.0,6.0,3.5,4673.0,1.2518724588059098,60133551143057,CA,sfbay,6197001.0,-121.914189,37.776617,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
54789,6009167268,2017-02-18,2932.0,2.0,2.0,1065.0,2.7530516431924905,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54798,6009163451,2017-02-18,2565.0,1.0,0.0,931.0,2.7551020408163303,60855050093009,CA,sfbay,6197001.0,-121.953864,37.414721,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54842,6009201310,2017-02-18,2945.0,2.0,2.0,1072.0,2.74720149253731,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54852,6009195010,2017-02-18,2646.0,1.0,1.0,1001.0,2.6433566433566402,60855050093009,CA,sfbay,6197001.0,-121.95382099999999,37.414721,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
54910,6009152356,2017-02-18,2319.0,2.0,1.0,844.0,2.7476303317535495,60014414022010,CA,sfbay,6197001.0,-122.04286,37.576801,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
55031,6009667000,2017-02-18,1899.0,1.0,1.0,527.0,3.6034155597722997,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
55036,6009666122,2017-02-18,2829.0,2.0,1.0,982.0,2.88085539714868,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
55055,6009658141,2017-02-18,2525.0,1.0,1.0,830.0,3.0421686746987997,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
55143,6009767329,2017-02-18,2520.0,1.0,1.0,671.0,3.7555886736214603,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55144,6009762465,2017-02-18,2705.0,1.0,1.0,835.0,3.23952095808383,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55182,6009758700,2017-02-18,3280.0,2.0,2.0,1103.0,2.97370806890299,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55344,6010730492,2017-02-19,2540.0,1.0,1.0,758.0,3.3509234828496,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55391,6010704080,2017-02-19,2460.0,1.0,1.0,734.0,3.3514986376021803,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
55403,6010681621,2017-02-19,2228.0,1.0,1.0,735.0,3.0312925170067997,60014419251014,CA,sfbay,6197001.0,-121.96723200000001,37.554853,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
55404,6010702392,2017-02-19,2319.0,2.0,2.0,1091.0,2.12557286892759,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
55439,6010961197,2017-02-19,2620.0,1.0,1.0,810.0,3.2345679012345694,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55446,6001173534,2017-02-19,2450.0,2.0,2.0,1150.0,2.1304347826087002,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
55454,6010956296,2017-02-19,2650.0,3.0,2.0,1211.0,2.18827415359207,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
55459,6010954145,2017-02-19,2045.0,1.0,1.0,747.0,2.7376171352075,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
55520,6010927863,2017-02-19,2525.0,1.0,1.0,830.0,3.0421686746987997,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
55563,6010594006,2017-02-19,2060.0,0.0,1.0,565.0,3.64601769911504,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55586,6010604100,2017-02-19,3015.0,2.0,2.0,1047.0,2.8796561604584503,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55623,6010658978,2017-02-19,2183.0,1.0,1.0,725.0,3.01103448275862,60014419251014,CA,sfbay,6197001.0,-121.967125,37.554887,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
55633,6010666464,2017-02-19,3496.0,2.0,2.0,1428.0,2.44817927170868,60855050093009,CA,sfbay,6197001.0,-121.953778,37.414687,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
55651,6010612644,2017-02-19,2430.0,1.0,1.0,671.0,3.62146050670641,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
55693,6010606225,2017-02-19,2838.0,2.0,2.0,1000.0,2.838,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
55804,6010858089,2017-02-19,2210.0,1.0,1.0,640.0,3.453125,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
55928,6011269801,2017-02-19,2706.0,1.0,1.0,1001.0,2.7032967032967,60855050093000,CA,sfbay,6197001.0,-121.954594,37.41536,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
56009,6011683149,2017-02-20,2750.0,2.0,2.0,859.0,3.2013969732246803,60014423012005,CA,sfbay,6197001.0,-121.962479,37.530809000000005,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
56066,6011718644,2017-02-20,2895.0,3.0,2.0,1262.0,2.2939778129952497,60014426012020,CA,sfbay,6197001.0,-121.998772,37.541636,1833.0,525.0,2215.0,902.0,55.5,79600.0,866.0,572.0,52.0,16.0,2.0,3.0,156.0,9.0,25.0,31.0,786.0,80.0,552.0,314.0
56092,6002152297,2017-02-20,2395.0,2.0,1.0,1000.0,2.395,60014413021006,CA,sfbay,6197001.0,-122.02117199999999,37.572235,1366.0,403.0,1808.0,740.0,54.0,70950.0,598.0,254.0,2.0,8.0,2.0,2.0,255.0,7.0,38.0,30.0,533.0,65.0,468.0,130.0
56094,6002154607,2017-02-20,1950.0,1.0,1.0,650.0,3.0,60014413021006,CA,sfbay,6197001.0,-122.02117199999999,37.572235,1366.0,403.0,1808.0,740.0,54.0,70950.0,598.0,254.0,2.0,8.0,2.0,2.0,255.0,7.0,38.0,30.0,533.0,65.0,468.0,130.0
56123,5998650606,2017-02-20,3595.0,3.0,3.0,1325.0,2.71320754716981,60855050093000,CA,sfbay,6197001.0,-121.955533,37.414525,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
56182,6011952895,2017-02-20,2395.0,3.0,2.5,2220.0,1.07882882882883,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
56221,6012012066,2017-02-20,2775.0,2.0,2.0,950.0,2.9210526315789505,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
56245,5985654010,2017-02-20,1775.0,1.0,1.0,650.0,2.73076923076923,60855055002016,CA,sfbay,6197001.0,-121.965069,37.342940999999996,1323.0,438.0,1784.0,847.0,49.0,50510.0,718.0,450.0,37.0,5.0,1.0,2.0,151.0,2.0,48.0,22.0,550.0,168.0,329.0,389.0
56323,6012143377,2017-02-20,2345.0,3.0,2.5,2000.0,1.1725,60952523172024,CA,sfbay,6197001.0,-121.97609399999999,38.292833,3399.0,1518.0,4765.0,2291.0,44.0,97000.0,1395.0,589.0,180.0,12.0,1.0,2.0,389.0,26.0,74.0,122.0,938.0,457.0,1028.0,367.0
56345,6012124422,2017-02-20,3889.0,3.0,2.0,1250.0,3.1112,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
56349,6008259298,2017-02-20,4000.0,4.0,3.0,2300.0,1.7391304347826102,60014352001022,CA,sfbay,6197001.0,-122.057273,37.68923,1975.0,335.0,2170.0,1142.0,56.0,89000.0,806.0,384.0,227.0,5.0,1.0,2.0,91.0,10.0,44.0,42.0,672.0,134.0,596.0,210.0
56383,6009292831,2017-02-20,2725.0,2.0,2.0,900.0,3.02777777777778,60014423012005,CA,sfbay,6197001.0,-121.962479,37.530809000000005,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
56389,6008597019,2017-02-20,4000.0,4.0,3.0,2300.0,1.7391304347826102,60014352001022,CA,sfbay,6197001.0,-122.057273,37.68923,1975.0,335.0,2170.0,1142.0,56.0,89000.0,806.0,384.0,227.0,5.0,1.0,2.0,91.0,10.0,44.0,42.0,672.0,134.0,596.0,210.0
56403,6012079811,2017-02-20,2560.0,1.0,1.0,817.0,3.13341493268054,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
56482,5981171639,2017-02-20,3200.0,3.0,2.0,1500.0,2.13333333333333,60133551143054,CA,sfbay,6197001.0,-121.91903799999999,37.775519,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
